term,type,estimate,std_error,statistic,p_value,label,feature,anova_p,Delta_adj_R2,adj_r2_full,BIC,adjusted_p,anova_fdr_p
s(Age),smooth,NA,NA,4.9652236961087075,0.024635708951215585,F.C.M.ant._right,maxD_resid,0.500167630247102,-0.01746850642370168,0.007356112567201034,1513.2695864901023,0.04426076523438732,0.5842645778814552
gender1,fixed,0.3301877894351694,0.1898106571853097,1.7395640178033382,0.08259310328081636,F.C.M.post._left,maxD_resid,0.0033961147804208395,-0.011868897712765114,0.01661927536201735,1645.1988508499185,0.3806464759898493,0.01102676596781446
s(Age),smooth,NA,NA,14.814904495969119,1.1425870921211168e-4,F.C.M.post._left,maxD_resid,0.0033961147804208395,-0.011868897712765114,0.01661927536201735,1645.1988508499185,4.910036422898853e-4,0.01102676596781446
gender1,fixed,0.2244539680357488,0.18618772590365246,1.2055250524510845,0.22863232296194616,F.C.M.post._right,maxD_resid,0.009196461497965276,-0.019371787386512684,0.033572369030164695,1482.8514184075214,0.5959432680483515,0.024569040338650455
s(Age),smooth,NA,NA,6.448150181873225,0.002044776600676146,F.C.M.post._right,maxD_resid,0.009196461497965276,-0.019371787386512684,0.033572369030164695,1482.8514184075214,0.00539332862151798,0.024569040338650455
gender1,fixed,0.1270707424451515,0.14949882576124002,0.8499781974748905,0.3957887664545733,S.C._left,maxD_resid,0.16376127596501477,-0.010610633931013358,0.010980391129826739,1340.4581632302268,0.7538966724745826,0.24798136074702237
s(Age),smooth,NA,NA,6.641358296049876,0.017889248061080276,S.C._left,maxD_resid,0.16376127596501477,-0.010610633931013358,0.010980391129826739,1340.4581632302268,0.034441892938008055,0.24798136074702237
gender1,fixed,-0.1091868890384877,0.14687948549298402,-0.7433773931874456,0.4576381815935121,S.C._right,maxD_resid,0.005865797090945462,-0.011872654822881468,0.011536843947855924,1357.260588344627,0.765941798667036,0.016957486135642335
s(Age),smooth,NA,NA,11.716758771319025,9.283849350536499e-4,S.C._right,maxD_resid,0.005865797090945462,-0.011872654822881468,0.011536843947855924,1357.260588344627,0.002952264093470607,0.016957486135642335
gender1,fixed,-0.30741258320158343,0.15388022403421278,-1.9977393789941145,0.04632957503730345,S.Or._left,maxD_resid,0.2774907111535838,-0.007397766588100874,0.01982369447443788,1504.7356911664876,0.2888785267031862,0.3750888247487438
s(Age),smooth,NA,NA,1.1775538024559202,0.2635533439985349,S.Or._left,maxD_resid,0.2774907111535838,-0.007397766588100874,0.01982369447443788,1504.7356911664876,0.319885356456237,0.3750888247487438
gender1,fixed,0.02033304827994449,0.17205569408739932,0.11817713088655984,0.9059776148204921,S.Or._right,maxD_resid,0.005690394176369373,-0.023064754045382663,0.02105014762863433,1578.064571482426,0.9693788101524597,0.01660133346867395
s(Age),smooth,NA,NA,10.053242315582475,5.023558830503649e-4,S.Or._right,maxD_resid,0.005690394176369373,-0.023064754045382663,0.02105014762863433,1578.064571482426,0.0017364040305436527,0.01660133346867395
gender1,fixed,0.44251807158977885,0.4016576822224421,1.1017293859319437,0.27119169677451704,S.Li.ant._left,maxD_resid,0.5999456547270108,-0.0018430473310099282,0.0040847740290459456,2220.523424664846,0.6215415898859306,0.6670724412698931
s(Age),smooth,NA,NA,2.8789485933066326,0.11465560417445642,S.Li.ant._left,maxD_resid,0.5999456547270108,-0.0018430473310099282,0.0040847740290459456,2220.523424664846,0.15847287728347248,0.6670724412698931
gender1,fixed,0.34063614706572376,0.31316852801081957,1.0877087465633049,0.2773803681205163,S.Li.ant._right,maxD_resid,0.2930633233664675,0.0021117246234656495,-3.510487836260179e-4,1797.836968160777,0.6300496933023156,0.3899336269060112
s(Age),smooth,NA,NA,0.10395124423410572,0.770139512233368,S.Li.ant._right,maxD_resid,0.2930633233664675,0.0021117246234656495,-3.510487836260179e-4,1797.836968160777,0.8136357637548539,0.3899336269060112
gender1,fixed,0.06748096192181702,0.16942742900549307,0.3982882955724317,0.6906053611534515,F.Coll._left,maxD_resid,0.009271335976849229,-0.035150566082120194,0.034549689138689055,1512.877912156081,0.9188807734175631,0.024569040338650455
s(Age),smooth,NA,NA,12.746094672218746,3.6550463968909597e-4,F.Coll._left,maxD_resid,0.009271335976849229,-0.035150566082120194,0.034549689138689055,1512.877912156081,0.0013515171560596804,0.024569040338650455
gender1,fixed,-0.04300124917418237,0.1676964652215131,-0.2564231101554901,0.7977381261693117,F.Coll._right,maxD_resid,6.368481723434918e-4,-0.03187061652334533,0.028010662378702866,1454.322603694525,0.9693788101524597,0.002700236250736405
s(Age),smooth,NA,NA,12.850195917136606,7.406740339310769e-5,F.Coll._right,maxD_resid,6.368481723434918e-4,-0.03187061652334533,0.028010662378702866,1454.322603694525,3.568702163486098e-4,0.002700236250736405
gender1,fixed,0.3841834794668488,0.21349601723056297,1.7994878052078767,0.07259541886718728,S.Pe.C._left,maxD_resid,0.015415519468128636,0.0011492860583217634,-9.670935675518688e-4,1803.3365495451515,0.3466483626739539,0.036045111697536075
s(Age),smooth,NA,NA,11.081979660124249,7.330018538124761e-4,S.Pe.C._left,maxD_resid,0.015415519468128636,0.0011492860583217634,-9.670935675518688e-4,1803.3365495451515,0.002403037005282138,0.036045111697536075
gender1,fixed,-0.1652307967122293,0.21540119880703323,-0.7670839235219438,0.44342215103126004,S.Pe.C._right,maxD_resid,0.006937296417468597,0.017597099651163073,-0.015499051821284082,1713.3631090873735,0.7559706555788752,0.01935140579609661
s(Age),smooth,NA,NA,8.041866178953175,0.0010264569023386017,S.Pe.C._right,maxD_resid,0.006937296417468597,0.017597099651163073,-0.015499051821284082,1713.3631090873735,0.0031690611159580126,0.01935140579609661
gender1,fixed,-0.06000126129821686,0.30604348103576734,-0.1960546948922088,0.8446548933281706,S.Po.C._left,maxD_resid,0.0015853672209855208,-0.015930217430933258,0.015271600920876871,2034.3270561459324,0.9693788101524597,0.005664570519925793
s(Age),smooth,NA,NA,15.528219015844078,8.20088219831705e-5,S.Po.C._left,maxD_resid,0.0015853672209855208,-0.015930217430933258,0.015271600920876871,2034.3270561459324,3.757594368401586e-4,0.005664570519925793
gender1,fixed,-0.22916753579832588,0.35537598743740173,-0.644859371199617,0.5193378971410556,S.Po.C._right,maxD_resid,0.31733422119068605,0.0037368005974289797,-0.0042651481226345656,2219.198331674156,0.7943225460014266,0.4151965925461441
s(Age),smooth,NA,NA,0.05212964098842176,0.8565211528507553,S.Po.C._right,maxD_resid,0.31733422119068605,0.0037368005974289797,-0.0042651481226345656,2219.198331674156,0.881468370894952,0.4151965925461441
gender1,fixed,-0.13459905811062298,0.23579287665984364,-0.5708359812107321,0.5683884003330417,S.T.s._left,maxD_resid,0.224316054736517,0.002420064307313119,-0.006614272216029837,1868.483957643313,0.8508154198661553,0.3156305548947452
s(Age),smooth,NA,NA,0.13893325530833284,0.7438564411229596,S.T.s._left,maxD_resid,0.224316054736517,0.002420064307313119,-0.006614272216029837,1868.483957643313,0.7964523511013507,0.3156305548947452
gender1,fixed,0.034405882832951526,0.199970568481531,0.17205473332506532,0.8634720302815402,S.T.s._right,maxD_resid,0.4371783410830363,3.9138975005248433e-4,-0.0033683248826921197,1640.9176470176064,0.9693788101524597,0.5286034694464089
s(Age),smooth,NA,NA,1.7171290114783306,0.18021057018557657,S.T.s._right,maxD_resid,0.4371783410830363,3.9138975005248433e-4,-0.0033683248826921197,1640.9176470176064,0.2301484390321821,0.5286034694464089
gender1,fixed,0.3033506936587478,0.27080156450030735,1.1201954989384986,0.26324308589293416,S.Li.post._left,maxD_resid,0.5980526726158788,-0.006157247514710584,0.005374722953598421,1948.7093843507623,0.6206969194969235,0.6670724412698931
s(Age),smooth,NA,NA,1.5739881153177349,0.2339414528275202,S.Li.post._left,maxD_resid,0.5980526726158788,-0.006157247514710584,0.005374722953598421,1948.7093843507623,0.2872331351318588,0.6670724412698931
gender1,fixed,0.35504843492212607,0.26348239941980905,1.3475223988545206,0.17849187782459444,S.Li.post._right,maxD_resid,0.29485788359694765,-0.02064585774959049,0.022517820355651752,1998.662430805023,0.5263235449997089,0.3906866957659556
s(Age),smooth,NA,NA,4.7844263830283165,0.03316018430446177,S.Li.post._right,maxD_resid,0.29485788359694765,-0.02064585774959049,0.022517820355651752,1998.662430805023,0.05549967688852023,0.3906866957659556
gender1,fixed,0.2991275205966649,0.15203551239010143,1.9674845428819707,0.04973712819415957,S.Call._left,maxD_resid,0.11245317372951066,-0.01320876888560929,0.023052375331027886,1434.8271228516924,0.30319265172559007,0.1882111012946547
s(Age),smooth,NA,NA,8.131547072212427,0.004286556191776925,S.Call._left,maxD_resid,0.11245317372951066,-0.01320876888560929,0.023052375331027886,1434.8271228516924,0.01023974862134229,0.1882111012946547
gender1,fixed,0.16571720882832275,0.14102998387667315,1.1750494772320041,0.24062671606291064,S.Call._right,maxD_resid,0.5501288010410558,0.004094015128987993,-0.002227667107222997,1438.2193676009808,0.607295997682584,0.624789138325199
s(Age),smooth,NA,NA,2.49532444926797,0.1151170901021451,S.Call._right,maxD_resid,0.5501288010410558,0.004094015128987993,-0.002227667107222997,1438.2193676009808,0.15847287728347248,0.624789138325199
gender1,fixed,-0.01934161862385019,0.21084423099514107,-0.09173416096120705,0.9269485757446968,F.I.P._left,maxD_resid,7.043926000162914e-4,-0.02280567491115515,0.021511663123839453,1781.6809808657385,0.9736835740014165,0.00290904995850884
s(Age),smooth,NA,NA,8.247986749771124,3.4170229162566734e-4,F.I.P._left,maxD_resid,7.043926000162914e-4,-0.02280567491115515,0.021511663123839453,1781.6809808657385,0.0013251381553288076,0.00290904995850884
gender1,fixed,0.05228297554640665,0.24244498937790973,0.21564881864772575,0.8293572522100175,F.I.P._right,maxD_resid,0.014681113108579684,-0.016809011977943378,0.014148368219638163,1809.2067462161451,0.9693788101524597,0.03458217754465437
s(Age),smooth,NA,NA,5.190091243805346,0.004314862626603355,F.I.P._right,maxD_resid,0.014681113108579684,-0.016809011977943378,0.014148368219638163,1809.2067462161451,0.01023974862134229,0.03458217754465437
gender1,fixed,0.41394905276869337,0.5238057317393254,0.7902720945686352,0.42985796241409424,F.I.P.r.int.2_left,maxD_resid,0.5346767894439177,-0.0018629831382003248,-0.00115095654835784,2149.781845720367,0.7552200665617788,0.6125969673431455
s(Age),smooth,NA,NA,0.1069047168260189,0.7790730642763235,F.I.P.r.int.2_left,maxD_resid,0.5346767894439177,-0.0018629831382003248,-0.00115095654835784,2149.781845720367,0.8203484584101685,0.6125969673431455
gender1,fixed,0.4815375776709633,0.2234499111706747,2.155013511297201,0.03168256804549971,S.Pa.int._left,maxD_resid,0.7248072697787455,1.1241720518218035e-4,0.005847595917818471,1808.5199668909206,0.23430364275509086,0.7813176670835291
s(Age),smooth,NA,NA,2.470678525521866,0.12341674306859846,S.Pa.int._left,maxD_resid,0.7248072697787455,1.1241720518218035e-4,0.005847595917818471,1808.5199668909206,0.1684400184369713,0.7813176670835291
gender1,fixed,0.505389868804846,0.24529042185514166,2.060373433999426,0.039928637772466295,S.Pa.int._right,maxD_resid,1.5045531647810655e-4,-0.017183917636393486,0.03112954516358546,1966.1417250920651,0.25912871044172003,9.200921276930361e-4
s(Age),smooth,NA,NA,18.240188344106972,2.0933120731037036e-5,S.Pa.int._right,maxD_resid,1.5045531647810655e-4,-0.017183917636393486,0.03112954516358546,1966.1417250920651,1.2327282208277366e-4,9.200921276930361e-4
gender1,fixed,-0.19064878564787072,0.671642296974096,-0.283854644811364,0.7767385639416893,S.Pa.t._right,maxD_resid,0.7181462004531434,-0.0037571167337315803,-0.006521310483505571,1620.1983200355248,0.9693788101524597,0.7767703800819714
s(Age),smooth,NA,NA,0.01007756660417835,0.9777698351891392,S.Pa.t._right,maxD_resid,0.7181462004531434,-0.0037571167337315803,-0.006521310483505571,1620.1983200355248,0.97846410619905,0.7767703800819714
gender1,fixed,0.0734318772073268,0.20608133760133016,0.35632473110875634,0.7217625747585865,OCCIPITAL_left,maxD_resid,0.3283897556923731,0.0026307337059983116,-0.003918544234034593,1729.6367099796,0.9334059300257519,0.42450383052916524
s(Age),smooth,NA,NA,1.0656337045171629,0.3098119279915314,OCCIPITAL_left,maxD_resid,0.3283897556923731,0.0026307337059983116,-0.003918544234034593,1729.6367099796,0.3689894872708127,0.42450383052916524
gender1,fixed,-0.41501924713270966,0.4171279450868055,-0.9949447214483388,0.320278508525718,S.F.inf._left,maxD_resid,0.9626493699949421,0.005358012389238498,0.01358217164703801,2388.332998871873,0.6835474208803913,0.9718174592329891
s(Age),smooth,NA,NA,2.1347907409807685,0.15824322179716077,S.F.inf._left,maxD_resid,0.9626493699949421,0.005358012389238498,0.01358217164703801,2388.332998871873,0.20550205245799985,0.9718174592329891
gender1,fixed,-0.11699718903873084,0.41918302446680983,-0.2791076503814731,0.7802839780377806,S.F.inf._right,maxD_resid,0.48081486743464125,-0.0017183138036692691,-0.0016017376648473913,2445.593367971074,0.9693788101524597,0.5642034237793946
s(Age),smooth,NA,NA,0.6075440847614367,0.49793485109122815,S.F.inf._right,maxD_resid,0.48081486743464125,-0.0017183138036692691,-0.0016017376648473913,2445.593367971074,0.5716363994476916,0.5642034237793946
gender1,fixed,0.21385362349276676,0.1943127621656831,1.100563962496822,0.2716801289124036,S.F.int._left,maxD_resid,0.8232659652788836,-0.0029211245767899463,0.004450132755105973,1757.5991460310001,0.6215415898859306,0.8611795294693585
s(Age),smooth,NA,NA,2.6832985865882204,0.10140769170147151,S.F.int._left,maxD_resid,0.8232659652788836,-0.0029211245767899463,0.004450132755105973,1757.5991460310001,0.1426886989427785,0.8611795294693585
gender1,fixed,0.03338174558182095,0.17248370879207015,0.1935356435433725,0.8466258683692749,S.F.int._right,maxD_resid,0.7896596600099608,-0.005045942117423818,0.0026309044484911226,1641.0944630991355,0.9693788101524597,0.8370392396105585
s(Age),smooth,NA,NA,3.8478746763342975,0.04965758626629352,S.F.int._right,maxD_resid,0.7896596600099608,-0.005045942117423818,0.0026309044484911226,1641.0944630991355,0.07935232378231828,0.8370392396105585
gender1,fixed,0.26651488890427905,0.2698642250731785,0.9875888100099552,0.32387216120807905,S.F.inter._left,maxD_resid,0.007450682006552035,-0.0014549324497051819,0.0021798677078517237,2021.9381591102222,0.6866089817611276,0.020602755461596064
s(Age),smooth,NA,NA,12.444211756369201,4.147908869299166e-4,S.F.inter._left,maxD_resid,0.007450682006552035,-0.0014549324497051819,0.0021798677078517237,2021.9381591102222,0.0015048210902966915,0.020602755461596064
gender1,fixed,0.19991881357981361,0.26126220284052704,0.7652037355814646,0.44454878173977885,S.F.inter._right,maxD_resid,0.37425762934673834,0.0033623447285222596,-0.006426585338288104,1890.122262657797,0.7559706555788752,0.46672127895005017
s(Age),smooth,NA,NA,0.8646390038453468,0.33027484077182884,S.F.inter._right,maxD_resid,0.37425762934673834,0.0033623447285222596,-0.006426585338288104,1890.122262657797,0.3918932812143342,0.46672127895005017
gender1,fixed,0.06242776664630483,0.20307289624866548,0.3074155527375805,0.7586698584593765,S.F.sup._left,maxD_resid,5.86543329566368e-6,-0.030523623189862903,0.029705555895726654,1690.8811828300484,0.9573691071034989,6.661456385789466e-5
s(Age),smooth,NA,NA,13.78155600847939,8.410554625304378e-6,S.F.sup._left,maxD_resid,5.86543329566368e-6,-0.030523623189862903,0.029705555895726654,1690.8811828300484,5.814252980101722e-5,6.661456385789466e-5
gender1,fixed,-0.03564860271711,0.21294622457039553,-0.16740659661390392,0.8671241594654224,S.F.sup._right,maxD_resid,0.04823790963699697,-8.955630270804926e-4,0.0010827348619386612,1716.1778487255756,0.9693788101524597,0.09708642572509517
s(Age),smooth,NA,NA,7.583246404500109,0.009320159798905103,S.F.sup._right,maxD_resid,0.04823790963699697,-8.955630270804926e-4,0.0010827348619386612,1716.1778487255756,0.019498755368761993,0.09708642572509517
gender1,fixed,0.6309319627677694,0.25606598950057435,2.46394284535141,0.0141038259774839,S.O.T.lat._left,maxD_resid,0.0010326339620142552,-0.012492344932361621,0.016220233290374364,1912.6369572790506,0.13633095159552744,0.004156678480006749
s(Age),smooth,NA,NA,9.693834294691083,3.036771936703042e-4,S.O.T.lat._left,maxD_resid,0.0010326339620142552,-0.012492344932361621,0.016220233290374364,1912.6369572790506,0.0012223968049007183,0.004156678480006749
gender1,fixed,0.521363537773101,0.24629257260003473,2.116846367997325,0.034822352383383964,S.O.T.lat._right,maxD_resid,0.9107464826332334,-3.289752531177026e-5,0.0021987557049936157,1798.47978442927,0.24072843604165434,0.9282608380684879
s(Age),smooth,NA,NA,3.245241790680401,0.06902632756895138,S.O.T.lat._right,maxD_resid,0.9107464826332334,-3.289752531177026e-5,0.0021987557049936157,1798.47978442927,0.10353949135342708,0.9282608380684879
gender1,fixed,0.20771133916486703,0.23793916888834207,0.8729598415229395,0.3831388552874021,S.T.i._left,maxD_resid,0.2576033988615136,-0.0021251518880245346,-0.0028030529782629987,1910.0105607869061,0.7520873826011968,0.35309431395672985
s(Age),smooth,NA,NA,0.3810083844947446,0.7314537208148331,S.T.i._left,maxD_resid,0.2576033988615136,-0.0021251518880245346,-0.0028030529782629987,1910.0105607869061,0.7858185243889085,0.35309431395672985
gender1,fixed,0.17779830936400098,0.2244428447758817,0.792176331312955,0.428660111446304,S.T.i._right,maxD_resid,0.9889810041723716,0.007000815586326814,-0.008766767132066589,1871.281120748729,0.7552200665617788,0.9921008180656598
s(Age),smooth,NA,NA,3.0873709749569653,0.07789120023746271,S.T.i._right,maxD_resid,0.9889810041723716,0.007000815586326814,-0.008766767132066589,1871.281120748729,0.11467315590515344,0.9921008180656598
gender1,fixed,0.11822497705750104,0.28286245878533317,0.41795923561289205,0.676203486914854,S.F.orbitaire._left,maxD_resid,0.34858053480022017,-0.0014779328493492727,-0.002484070533901761,1709.277502615974,0.918545558326456,0.4416279285516734
s(Age),smooth,NA,NA,0.5551121286891355,0.45760445989635706,S.F.orbitaire._left,maxD_resid,0.34858053480022017,-0.0014779328493492727,-0.002484070533901761,1709.277502615974,0.5310883877629253,0.4416279285516734
gender1,fixed,-0.19836647735778956,0.14056361765071423,-1.4112220549894308,0.15898502555056548,S.Olf._left,maxD_resid,0.05390729769181696,-0.02658524567806353,0.03490182907141226,1208.3473275788524,0.5128710454434686,0.10581802880245551
s(Age),smooth,NA,NA,7.545551484962653,0.0032836201187311786,S.Olf._left,maxD_resid,0.05390729769181696,-0.02658524567806353,0.03490182907141226,1208.3473275788524,0.008032239982742422,0.10581802880245551
gender1,fixed,-0.12219154677437188,0.16185154175720337,-0.7549606599217559,0.450667567364774,F.C.M.ant._left,maxD_resid,0.12181545144398215,-0.015096936813718265,0.017400244471542314,1504.411544716476,0.7622993958616922,0.19967687401642434
s(Age),smooth,NA,NA,7.503971655056825,0.005420296911144873,F.C.M.ant._left,maxD_resid,0.12181545144398215,-0.015096936813718265,0.017400244471542314,1504.411544716476,0.012311817269600497,0.19967687401642434
gender1,fixed,0.5359013505579708,0.19974931030495374,2.6828695915886756,0.007569444432443372,OCCIPITAL_right,maxD_resid,0.8369293696674177,-0.008903975823423949,0.027591408788739558,1710.2678856285886,0.10465579693552139,0.8697501292622185
s(Age),smooth,NA,NA,3.51847465784173,0.065219289675971015,OCCIPITAL_right,maxD_resid,0.8369293696674177,-0.008903975823423949,0.027591408788739558,1710.2678856285886,0.09923317759310422,0.8697501292622185
gender1,fixed,0.2513299321435951,0.1575379156509014,1.5953615426811512,0.11130362973139055,F.Cal.ant.-Sc.Cal._left,meanD_resid,0.45961484513437645,-0.009783789624756567,0.015039749569547678,1537.0666711365925,0.45711277363135927,0.5474064447667855
s(Age),smooth,NA,NA,5.22129414541293,0.02143313378061651,F.Cal.ant.-Sc.Cal._left,meanD_resid,0.45961484513437645,-0.009783789624756567,0.015039749569547678,1537.0666711365925,0.03917089966802328,0.5474064447667855
gender1,fixed,0.1175328597614651,0.18008225191632823,0.6526620947414323,0.5143000742546808,F.Cal.ant.-Sc.Cal._right,meanD_resid,0.006161803890686502,-0.018089833718634374,0.01782637099299378,1595.8969238386387,0.7943225460014266,0.017652735470615386
s(Age),smooth,NA,NA,10.256057430945539,0.001698224677472493,F.Cal.ant.-Sc.Cal._right,meanD_resid,0.006161803890686502,-0.018089833718634374,0.01782637099299378,1595.8969238386387,0.004737153047686428,0.017652735470615386
gender1,fixed,0.15276375252376323,0.12832812704598653,1.190415196109113,0.23451937633858677,S.Cu._left,meanD_resid,0.8193648818641441,-0.006554399656461207,0.011935443537196666,1309.7570061350223,0.6056960387320464,0.8599274997782107
s(Age),smooth,NA,NA,3.591566917556584,0.05627373048150791,S.Cu._left,meanD_resid,0.8193648818641441,-0.006554399656461207,0.011935443537196666,1309.7570061350223,0.08815293740452963,0.8599274997782107
gender1,fixed,-0.05526170120368779,0.15081021569097336,-0.36643208121209153,0.7142225931899587,S.Cu._right,meanD_resid,0.14342535319408922,0.0032647709903921296,-0.007367974328549076,1331.543769205953,0.9334059300257519,0.22804631157860186
s(Age),smooth,NA,NA,0.04589420192079934,0.8404587411790474,S.Cu._right,meanD_resid,0.14342535319408922,0.0032647709903921296,-0.007367974328549076,1331.543769205953,0.870572898029111,0.22804631157860186
gender1,fixed,-0.19873071480336385,0.10471869932652154,-1.8977576696565441,0.05840066012345042,S.Olf._right,meanD_resid,2.8800020386217144e-5,-0.039979582013788484,0.046062782853885875,1107.262042045106,0.30330135860880303,2.3483093545684745e-4
s(Age),smooth,NA,NA,25.957560375922554,1.0480861766803962e-6,S.Olf._right,meanD_resid,2.8800020386217144e-5,-0.039979582013788484,0.046062782853885875,1107.262042045106,1.0827368251395318e-5,2.3483093545684745e-4
gender1,fixed,0.08007695068875553,0.19335480019292153,0.4141451394475752,0.678961292126827,F.P.O._left,meanD_resid,0.17202957828403317,-0.012409470949570789,0.009235159688083527,1721.7804788301964,0.918545558326456,0.2544437483456863
s(Age),smooth,NA,NA,6.697208243020189,0.009554791581594002,F.P.O._left,meanD_resid,0.17202957828403317,-0.012409470949570789,0.009235159688083527,1721.7804788301964,0.019730024174979825,0.2544437483456863
gender1,fixed,0.04892252153928112,0.19615471509726876,0.24940782848386558,0.8031587399777188,F.P.O._right,meanD_resid,0.5536975222831848,-0.003926476833355008,0.0014783945031046075,1630.3214082368752,0.9693788101524597,0.6266043134734973
s(Age),smooth,NA,NA,4.327563328421541,0.06082441149051199,F.P.O._right,meanD_resid,0.5536975222831848,-0.003926476833355008,0.0014783945031046075,1630.3214082368752,0.09389399443680976,0.6266043134734973
gender1,fixed,0.022727862065431693,0.15081174784861348,0.15070352535298626,0.8802807611365744,F.C.L._left,meanD_resid,0.38732000575311043,-0.0048183507904072664,0.0024010019801511406,1516.4210612598836,0.9693788101524597,0.4792519915544324
s(Age),smooth,NA,NA,1.5743683950764047,0.20820318766822765,F.C.L._left,meanD_resid,0.38732000575311043,-0.0048183507904072664,0.0024010019801511406,1516.4210612598836,0.2596416222686133,0.4792519915544324
gender1,fixed,0.25717941464013966,0.13115921654807394,1.9608184724546245,0.05053210862093167,F.C.L._right,meanD_resid,0.17087686441915667,-0.0013111141889506905,0.005372654452930892,1405.4742278452422,0.30319265172559007,0.25391982656678425
s(Age),smooth,NA,NA,0.2998515710484915,0.5799993663523246,F.C.L._right,meanD_resid,0.17087686441915667,-0.0013111141889506905,0.005372654452930892,1405.4742278452422,0.6448944003497875,0.25391982656678425
gender1,fixed,-0.00844082437282559,0.10898201774324394,-0.07745153326773359,0.938298470614195,F.C.M.ant._right,meanD_resid,0.4160839892271844,-0.002615679737850818,0.0016038748582328788,1118.8611414046338,0.9736835740014165,0.5089027252855564
s(Age),smooth,NA,NA,2.8563791739001085,0.08962438953912044,F.C.M.ant._right,meanD_resid,0.4160839892271844,-0.002615679737850818,0.0016038748582328788,1118.8611414046338,0.1289617912825353,0.5089027252855564
gender1,fixed,0.12067099668601246,0.12428510899033593,0.9709207938611174,0.33208929272386545,F.C.M.post._left,meanD_resid,0.012790966506639802,-0.011809959458174424,0.012726847497821603,1338.5504641477783,0.6993668548754253,0.03128867191624198
s(Age),smooth,NA,NA,12.769940496253144,3.5404456160953446e-4,F.C.M.post._left,meanD_resid,0.012790966506639802,-0.011809959458174424,0.012726847497821603,1338.5504641477783,0.0013309159691605888,0.03128867191624198
gender1,fixed,0.311738266720151,0.1264155886619354,2.4659796313080613,0.014034249056827836,F.C.M.post._right,meanD_resid,0.0032280227376652215,-0.01916656830659036,0.03746208842909815,1175.3443677337975,0.13633095159552744,0.010692825318516046
s(Age),smooth,NA,NA,14.40642056286895,9.00392221051538e-5,F.C.M.post._right,meanD_resid,0.0032280227376652215,-0.01916656830659036,0.03746208842909815,1175.3443677337975,4.0327426238646354e-4,0.010692825318516046
gender1,fixed,0.16241491780364076,0.10977301339645334,1.4795523305629525,0.1396910143914199,S.C._left,meanD_resid,0.3479249147978179,0.0018074872086626392,-0.0026873031163887617,1134.3389955664368,0.5128710454434686,0.4416279285516734
s(Age),smooth,NA,NA,2.4409851549443484,0.12437983305712003,S.C._left,meanD_resid,0.3479249147978179,0.0018074872086626392,-0.0026873031163887617,1134.3389955664368,0.1690290038981375,0.4416279285516734
gender1,fixed,-0.146197237118158,0.11469114141466297,-1.2747038290392936,0.20306640679242663,S.C._right,meanD_resid,0.8279760923488013,0.004822338375229163,-0.0010045861374663456,1134.2663283915242,0.555592363518309,0.8632668766128485
s(Age),smooth,NA,NA,4.0923693655483095,0.05273403237590152,S.C._right,meanD_resid,0.8279760923488013,0.004822338375229163,-0.0010045861374663456,1134.2663283915242,0.0830169420571123,0.8632668766128485
gender1,fixed,-0.060095352165416956,0.07238075560889409,-0.8302669909960498,0.4068164885856542,S.Or._left,meanD_resid,0.0845289911278241,-0.01607153154879537,0.016883030861572612,804.5302009502208,0.7538966724745826,0.15448401826809233
s(Age),smooth,NA,NA,4.466123828885356,0.008078430123061975,S.Or._left,meanD_resid,0.0845289911278241,-0.01607153154879537,0.016883030861572612,804.5302009502208,0.017328509692774864,0.15448401826809233
gender1,fixed,-0.04052131017260631,0.079485563178088,-0.5097945910230014,0.6104336761893755,S.Or._right,meanD_resid,0.011990590702165259,-0.014903522962089188,0.011085117930076938,885.6925946669135,0.8707807359719787,0.030305274546323896
s(Age),smooth,NA,NA,13.959365752883464,1.77574756953236e-4,S.Or._right,meanD_resid,0.011990590702165259,-0.014903522962089188,0.011085117930076938,885.6925946669135,7.417658272890565e-4,0.030305274546323896
gender1,fixed,0.046425353546099654,0.2389437408018442,0.19429407688314446,0.8460368845585237,S.Li.ant._left,meanD_resid,0.6314816656288854,-0.002941899523465241,7.744502950312038e-4,1702.0127516232092,0.9693788101524597,0.6900727480068232
s(Age),smooth,NA,NA,2.3244225244107852,0.23122590668733012,S.Li.ant._left,meanD_resid,0.6314816656288854,-0.002941899523465241,7.744502950312038e-4,1702.0127516232092,0.2849993733588022,0.6900727480068232
gender1,fixed,0.4031702664897617,0.16659405868323873,2.420075899923586,0.01596323165023161,S.Li.ant._right,meanD_resid,0.6285797698317712,0.0017490840723063394,0.01033812813787649,1270.641921176477,0.14503736185067576,0.6892702303672525
s(Age),smooth,NA,NA,2.928358643166023,0.08898301528901992,S.Li.ant._right,meanD_resid,0.6285797698317712,0.0017490840723063394,0.01033812813787649,1270.641921176477,0.12862090391776515,0.6892702303672525
gender1,fixed,0.06351742162929568,0.12305663178022401,0.5161641490621665,0.6059916805661949,F.Coll._left,meanD_resid,0.06394678150976038,-0.023658185750517813,0.022369772395453458,1262.6480563282612,0.8707807359719787,0.121042122143475
s(Age),smooth,NA,NA,9.306821186197164,0.0024062871955753407,F.Coll._left,meanD_resid,0.06394678150976038,-0.023658185750517813,0.022369772395453458,1262.6480563282612,0.006221132749536247,0.121042122143475
